Dátum,Registration,New,Elhunytak,Gyógyultak,Mintavétel száma,Egymillió lakosra elvégzett tesztek száma,Kórházi karanténba zártak száma,Regisztrált esetek százalékos változása az előző naphoz viszonyítva,Pozitív tesztek aránya,A mintavételek számának százalékos változása az előző naphoz képest,Aktív fertőzöttek száma,Elhunytak aránya Magyarországon,Gyógyultak aránya Magyarországon,Hatósági házi karantén,Új mintavételek száma,Új esetek aránya az új mintavételekhez képest,New Deaths,Új gyógyultak naponta,Kórházi ápoltak száma,Lélegeztetőgépen lévők száma,Aktív esetek/összes eset,Kórházi ápoltak számának változása az előző naphoz képest,Lélegeztetőgépen lévők számának változása az előző naphoz képest,Kórházi ápoltak aránya az aktív eseteken belül,Lélegeztetőgépen lévők aránya a kórházi ápoltakon belül,Növekedési faktor,Hétnapos mozgóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag.1,Hétnapos csúszóátlag.2,Hétnapos csúszóátlag.3,Beoltottak száma Magyarországon,Új beoltottak száma Magyarországon,Hétnapos csúszóátlag.4,Második oltás,Második oltás napi,Hétnapos csúszóátlag.5,Hétnapos csúszóátlag.6
2020-08-18,4970.0,24.0,609.0,3631.0,383411.0,39123.57142857143,,0.0049,0.013,0.006,730.0,0.1225,0.7306,,2479.0,0.0097,1.0,1.0,60.0,6.0,0.14688128772635814,-2.0,0.0,0.0821917808219178,0.1,1.160621761658031,1.6303862888931366,32.0,0.5714285714285714,2850.285714285714,0.011185714285714285,,,,,,,14.857142857142858
2020-08-19,5002.0,32.0,609.0,3665.0,387111.0,39501.122448979586,,0.0064,0.0129,0.01,728.0,0.1218,0.7327,,3700.0,0.0086,0.0,34.0,57.0,7.0,0.14554178328668532,-3.0,1.0,0.0782967032967033,0.12280701754385964,1.1470588235294117,1.4998795407393295,33.42857142857143,0.5714285714285714,2965.0,0.011328571428571427,,,,,,,19.428571428571427
2020-08-20,5046.0,44.0,609.0,3678.0,390079.0,39803.97959183673,,0.0088,0.0129,0.008,759.0,0.1207,0.7289,,2968.0,0.0148,0.0,13.0,57.0,7.0,0.15041617122473247,0.0,0.0,0.07509881422924901,0.12280701754385964,1.0787037037037037,1.3809080091571784,33.285714285714285,0.2857142857142857,2933.4285714285716,0.01142857142857143,,,,,,,16.714285714285715
2020-08-21,5098.0,52.0,611.0,3681.0,393431.0,40146.02040816326,,0.0103,0.013,0.009,806.0,0.1199,0.722,,3352.0,0.0155,2.0,3.0,58.0,6.0,0.15810121616320125,1.0,-1.0,0.07196029776674938,0.10344827586206896,1.0560344827586208,1.24605579240841,35.0,0.5714285714285714,2963.4285714285716,0.011828571428571428,,,,,,,13.0
2020-08-22,5133.0,35.0,611.0,3692.0,394911.0,40297.04081632653,,0.0069,0.013,0.004,830.0,0.119,0.7193,,1480.0,0.0236,0.0,11.0,60.0,7.0,0.16169881161114358,2.0,1.0,0.07228915662650602,0.11666666666666667,1.1428571428571428,1.1573525945938512,36.57142857142857,0.5714285714285714,2746.5714285714284,0.014057142857142857,,,,,,,12.285714285714286
2020-08-23,5155.0,22.0,613.0,3695.0,397092.0,40520.0,,0.0043,0.013,0.005,847.0,0.1189,0.7168,7470.0,2181.0,0.0101,2.0,3.0,59.0,7.0,0.16430649854510185,-1.0,0.0,0.06965761511216056,0.11864406779661017,1.0863636363636364,1.1173388815987715,34.142857142857146,0.7142857142857143,2640.5714285714284,0.0136,,,,,,,10.285714285714286
2020-08-24,5191.0,36.0,613.0,3695.0,398550.0,40668.0,,0.007,0.013,0.004,883.0,0.1181,0.7118,7917.0,1458.0,0.0247,0.0,0.0,59.0,9.0,0.1701020997880948,0.0,2.0,0.06681766704416761,0.15254237288135594,1.1395348837209303,1.1158820620844967,35.0,0.7142857142857143,2516.8571428571427,0.015285714285714286,,,,,,,9.285714285714286
2020-08-25,5215.0,24.0,614.0,3716.0,400442.0,40861.0,,0.0046,0.013,0.005,885.0,0.1177,0.7126,,1892.0,0.0127,1.0,21.0,57.0,7.0,0.16970278044103548,-2.0,-2.0,0.06440677966101695,0.12280701754385964,1.09375,1.1063289532762064,35.0,0.7142857142857143,2433.0,0.015714285714285715,,,,,,,12.142857142857142
2020-08-26,5288.0,73.0,614.0,3734.0,405067.0,41333.0,,0.014,0.0131,0.011,940.0,0.1161,0.7061,7707.0,4625.0,0.0158,0.0,18.0,64.0,7.0,0.1777609682299546,7.0,0.0,0.06808510638297872,0.109375,1.2222222222222223,1.1170665816608938,40.857142857142854,0.7142857142857143,2565.1428571428573,0.016742857142857143,,,,,,,9.857142857142858
2020-08-27,5379.0,91.0,614.0,3757.0,408799.0,41714.0,,0.0172,0.0132,0.009,1008.0,0.1141,0.6985,,3732.0,0.0244,0.0,23.0,69.0,8.0,0.18739542665923034,5.0,1.0,0.06845238095238096,0.11594202898550725,1.4291845493562232,1.1671352738969678,47.57142857142857,0.7142857142857143,2674.285714285714,0.018114285714285715,,,,,,,11.285714285714286
2020-08-28,5511.0,132.0,614.0,3759.0,414645.0,42311.0,,0.0245,0.0133,0.014,1138.0,0.1114,0.6821,8008.0,5846.0,0.0226,0.0,2.0,78.0,7.0,0.20649609871166758,9.0,-1.0,0.06854130052724078,0.08974358974358974,1.6857142857142857,1.257089531462063,59.0,0.42857142857142855,3030.5714285714284,0.019128571428571432,,,,,,,11.142857142857142
2020-08-29,5669.0,158.0,614.0,3759.0,417890.0,42642.0,,0.0287,0.0136,0.008,1296.0,0.1083,0.6631,8191.0,3245.0,0.0487,0.0,0.0,90.0,7.0,0.228611748103722,12.0,0.0,0.06944444444444445,0.07777777777777778,2.09375,1.3929313681967568,76.57142857142857,0.42857142857142855,3282.714285714286,0.022714285714285715,,,,,,,9.571428571428571
2020-08-30,5961.0,292.0,614.0,3759.0,424270.0,43293.0,,0.0515,0.0141,0.015,1588.0,0.103,0.6306,8633.0,6380.0,0.0458,0.0,0.0,90.0,7.0,0.2663982553262875,0.0,0.0,0.05667506297229219,0.07777777777777778,3.3723849372384938,1.7195058397503078,115.14285714285714,0.14285714285714285,3882.5714285714284,0.027814285714285715,,,,,,,9.142857142857142
2020-08-31,6139.0,178.0,615.0,3761.0,428150.0,43689.0,,0.0299,0.0143,0.009,1763.0,0.1002,0.6126,8982.0,3880.0,0.0459,1.0,2.0,103.0,7.0,0.28718032252809905,13.0,0.0,0.058423142370958595,0.06796116504854369,3.869387755102041,2.109484821376181,135.42857142857142,0.2857142857142857,4228.571428571428,0.030842857142857144,,,,,,,9.428571428571429
2020-09-01,6257.0,118.0,616.0,3821.0,429942.0,43872.0,,0.0192,0.0146,0.004,1820.0,0.0984,0.6107,10124.0,1792.0,0.0658,1.0,60.0,96.0,7.0,0.29087422087262266,-7.0,0.0,0.05274725274725275,0.07291666666666667,4.253061224489796,2.560814996303295,148.85714285714286,0.2857142857142857,4214.285714285715,0.03842857142857143,,,,,,,15.0
2020-09-02,6622.0,365.0,619.0,3903.0,437531.0,44646.0,,0.0583,0.0151,0.017,2100.0,0.0935,0.5894,11485.0,7589.0,0.0481,3.0,82.0,98.0,7.0,0.3171247357293869,2.0,0.0,0.04666666666666667,0.07142857142857142,4.664335664335664,3.052545488033786,190.57142857142858,0.7142857142857143,4637.714285714285,0.04304285714285714,,,,,,,24.142857142857142
2020-09-03,6923.0,301.0,620.0,3930.0,445047.0,45413.0,,0.0455,0.0156,0.017,2373.0,0.0896,0.5677,12608.0,7516.0,0.04,1.0,27.0,100.0,7.0,0.34277047522750254,2.0,0.0,0.04214075010535188,0.07,4.636636636636637,3.5107529290738455,220.57142857142858,0.8571428571428571,5178.285714285715,0.04527142857142857,,,,,,,24.714285714285715
2020-09-04,7382.0,459.0,621.0,3944.0,452138.0,46137.0,,0.0663,0.0163,0.016,2817.0,0.0841,0.5343,14619.0,7091.0,0.0647,1.0,14.0,120.0,8.0,0.3816039013817394,20.0,1.0,0.042598509052183174,0.06666666666666667,4.530266343825666,3.9171175088040426,267.2857142857143,1.0,5356.142857142857,0.051285714285714275,,,,,,,26.428571428571427
2020-09-05,7892.0,510.0,624.0,3952.0,460235.0,46963.0,,0.0691,0.0171,0.018,3316.0,0.0791,0.5008,16438.0,8097.0,0.063,3.0,8.0,139.0,9.0,0.4201723264064876,19.0,1.0,0.04191797346200241,0.06474820143884892,4.147388059701493,4.210494374475685,317.57142857142856,1.4285714285714286,6049.285714285715,0.053328571428571434,,,,,,,27.571428571428573
2020-09-06,8387.0,495.0,624.0,3958.0,470000.0,47959.0,,0.0627,0.0178,0.021,3805.0,0.0744,0.4719,18480.0,9765.0,0.0507,0.0,6.0,151.0,11.0,0.453678311672827,12.0,2.0,0.039684625492772664,0.0728476821192053,3.009925558312655,4.158714463200565,346.57142857142856,1.4285714285714286,6532.857142857143,0.05402857142857143,,,,,,,28.428571428571427
2020-09-07,8963.0,576.0,625.0,3961.0,481424.0,49125.0,,0.0687,0.0186,0.024,4377.0,0.0697,0.4419,21756.0,11424.0,0.0504,1.0,3.0,164.0,11.0,0.48834095726877164,13.0,0.0,0.037468585789353435,0.06707317073170732,2.978902953586498,4.031502348698345,403.42857142857144,1.4285714285714286,7610.571428571428,0.05467142857142858,,,,,,,28.571428571428573
2020-09-08,9304.0,341.0,626.0,3972.0,487146.0,49709.0,,0.038,0.0191,0.012,4706.0,0.0673,0.4269,23318.0,5722.0,0.0596,1.0,11.0,192.0,12.0,0.5058039552880481,28.0,1.0,0.040798980025499365,0.0625,2.9241842610364683,3.8416627824907263,435.2857142857143,1.4285714285714286,8172.0,0.053785714285714284,,,,,,,21.571428571428573
2020-09-09,9715.0,411.0,628.0,3984.0,495481.0,50559.0,,0.0442,0.0196,0.017,5103.0,0.0646,0.4101,23461.0,8335.0,0.0493,2.0,12.0,221.0,13.0,0.5252702007205352,29.0,1.0,0.04330785812267294,0.058823529411764705,2.318590704647676,3.5065563596781564,441.85714285714283,1.2857142857142858,8278.57142857143,0.053957142857142856,,,,,,,11.571428571428571
2020-09-10,10191.0,476.0,630.0,3990.0,505585.0,51590.30612244898,,0.049,0.0202,0.02,5571.0,0.0618,0.3915,25043.0,10104.0,0.0471,2.0,6.0,234.0,11.0,0.5466588166028848,13.0,-2.0,0.0420032310177706,0.04700854700854701,2.116580310880829,3.146548313141612,466.85714285714283,1.4285714285714286,8648.285714285714,0.054971428571428574,,,,,,,8.571428571428571
2020-09-11,10909.0,718.0,631.0,4014.0,517222.0,52777.755102040814,,0.0705,0.0211,0.022,6264.0,0.0578,0.368,25117.0,11637.0,0.0617,1.0,24.0,259.0,12.0,0.5742047850398754,25.0,1.0,0.041347381864623244,0.04633204633204633,1.8850881881346873,2.768665719471472,503.85714285714283,1.4285714285714286,9297.714285714286,0.05454285714285715,,,,,,,10.0
2020-09-12,11825.0,916.0,633.0,4058.0,529063.0,53986.02040816326,,0.084,0.0224,0.022,7134.0,0.0535,0.3432,25569.0,11841.0,0.0774,2.0,44.0,282.0,15.0,0.6032980972515857,23.0,3.0,0.03952901597981497,0.05319148936170213,1.7692307692307692,2.4289289636899407,561.8571428571429,1.2857142857142858,9832.57142857143,0.0566,,,,,,,15.142857142857142
2020-09-13,12309.0,484.0,637.0,4069.0,537897.0,54887.448979591834,,0.0409,0.0229,0.016,7603.0,0.0518,0.3306,26531.0,8834.0,0.0548,4.0,11.0,282.0,16.0,0.6176781216995694,0.0,1.0,0.037090622122846244,0.05673758865248227,1.6166529266281946,2.229890016306446,560.2857142857143,1.8571428571428572,9699.57142857143,0.05718571428571429,,,,,,,15.857142857142858
2020-09-14,13153.0,844.0,642.0,4117.0,549211.0,56041.9387755102,,0.0686,0.0239,0.021,8394.0,0.0488,0.313,26668.0,11314.0,0.0746,5.0,48.0,287.0,16.0,0.6381814034820953,5.0,0.0,0.034191088873004524,0.05574912891986063,1.4837110481586402,2.016291172673895,598.5714285714286,2.4285714285714284,9683.857142857143,0.06064285714285715,,,,,,,22.285714285714285
2020-09-15,13879.0,726.0,646.0,4130.0,557864.0,56924.89795918367,,0.0552,0.0249,0.016,9103.0,0.0465,0.2976,28584.0,8653.0,0.0839,4.0,13.0,306.0,17.0,0.6558829886879458,19.0,1.0,0.033615291662089423,0.05555555555555555,1.5014768624876929,1.8130472585954982,653.5714285714286,2.857142857142857,10102.57142857143,0.06411428571428571,,,,,,,22.571428571428573
2020-09-16,14460.0,581.0,654.0,4153.0,567691.0,57927.65306122448,,0.0419,0.0255,0.017,9653.0,0.0452,0.2872,29005.0,9827.0,0.0591,8.0,23.0,324.0,18.0,0.6675656984785615,18.0,1.0,0.033564694913498394,0.05555555555555555,1.5341092790171356,1.7009784835054211,677.8571428571429,3.7142857142857144,10315.714285714286,0.0655142857142857,,,,,,,24.142857142857142
2020-09-17,15170.0,710.0,663.0,4227.0,580072.0,59191.02040816326,,0.0491,0.0262,0.021,10280.0,0.0437,0.2786,28920.0,12381.0,0.0573,9.0,74.0,328.0,21.0,0.6776532630191167,4.0,3.0,0.031906614785992216,0.06402439024390244,1.5235618115055078,1.6162615550232324,711.2857142857143,4.714285714285714,10641.0,0.06697142857142858,,,,,,,33.857142857142854
2020-09-18,16111.0,941.0,669.0,4240.0,591618.0,60369.183673469386,,0.062,0.0272,0.02,11202.0,0.0415,0.2632,27866.0,11546.0,0.0815,6.0,13.0,374.0,29.0,0.6953013469058408,46.0,8.0,0.0333868951972862,0.07754010695187166,1.4749078537000284,1.55766436438971,743.1428571428571,5.428571428571429,10628.0,0.0698,,,,,,,32.285714285714285
2020-09-19,16920.0,809.0,675.0,4382.0,604122.0,61645.102040816324,,0.0502,0.028,0.021,11863.0,0.0399,0.259,28527.0,12504.0,0.0647,6.0,142.0,386.0,30.0,0.7011229314420804,12.0,1.0,0.03253814380848015,0.07772020725388601,1.295448766844648,1.4899812211916927,727.8571428571429,6.0,10722.714285714286,0.06798571428571429,,,,,,,46.285714285714285
2020-09-20,17990.0,1070.0,683.0,4391.0,615999.0,62857.040816326524,,0.0632,0.0292,0.019,12916.0,0.038,0.2441,25583.0,11877.0,0.0901,8.0,9.0,404.0,32.0,0.7179544191217343,18.0,2.0,0.03127903375658098,0.07920792079207921,1.4484956654767975,1.4659587553129216,811.5714285714286,6.571428571428571,11157.42857142857,0.07302857142857143,,,,,,,46.0
2020-09-21,18866.0,876.0,686.0,4401.0,626021.0,63879.69387755101,,0.0487,0.0301,0.016,13779.0,0.0364,0.2333,26750.0,10022.0,0.0874,3.0,10.0,463.0,35.0,0.730361496872681,59.0,3.0,0.03360185789970244,0.0755939524838013,1.3634844868735083,1.4487835322721883,816.1428571428571,6.285714285714286,10972.857142857143,0.07485714285714286,,,,,,,40.57142857142857
2020-09-22,19499.0,633.0,694.0,4559.0,632031.0,64492.95918367346,,0.0336,0.0309,0.01,14246.0,0.0356,0.2338,25212.0,6010.0,0.1053,8.0,158.0,534.0,36.0,0.7306015693112468,71.0,1.0,0.03748420609293837,0.06741573033707865,1.228415300546448,1.4097747377091534,802.8571428571429,6.857142857142857,10595.285714285714,0.07791428571428573,,,,,,,61.285714285714285
2020-09-23,20450.0,951.0,702.0,4644.0,645492.0,65866.5306122449,,0.0488,0.0317,0.021,15104.0,0.0343,0.2271,27449.0,13461.0,0.0706,8.0,85.0,558.0,35.0,0.7385819070904646,24.0,-1.0,0.03694385593220339,0.06272401433691756,1.262381454162276,1.3709564770156017,855.7142857142857,6.857142857142857,11114.42857142857,0.07955714285714285,,,,,,,70.14285714285714
2020-09-24,21200.0,750.0,709.0,4818.0,657437.0,67085.4081632653,,0.0367,0.0322,0.018,15673.0,0.0334,0.2273,27403.0,11945.0,0.0628,7.0,174.0,549.0,32.0,0.7392924528301886,-9.0,-3.0,0.03502839277738787,0.058287795992714025,1.2110865635669814,1.326317155881527,861.4285714285714,6.571428571428571,11052.142857142857,0.08034285714285715,,,,,,,84.42857142857143
2020-09-25,22127.0,927.0,718.0,4945.0,668553.0,68219.69387755102,,0.0437,0.0331,0.017,16464.0,0.0324,0.2235,25374.0,11116.0,0.0834,9.0,127.0,577.0,30.0,0.744068332806074,28.0,-2.0,0.03504616132167153,0.05199306759098787,1.156478277585544,1.2808272164366006,859.4285714285714,7.0,10990.714285714286,0.08061428571428572,,,,,,,100.71428571428571
2020-09-26,23077.0,950.0,730.0,5099.0,680335.0,69421.93877551019,,0.0429,0.0339,0.017,17248.0,0.0316,0.221,25017.0,11782.0,0.0806,12.0,154.0,589.0,36.0,0.7474108419638601,12.0,6.0,0.03414888682745826,0.06112054329371817,1.2084396467124632,1.2683973421320027,879.5714285714286,7.857142857142857,10887.57142857143,0.0828857142857143,,,,,,,102.42857142857143
2020-09-27,24014.0,937.0,736.0,5141.0,690408.0,70449.79591836734,,0.0406,0.0348,0.015,18137.0,0.0306,0.2141,24538.0,10073.0,0.093,6.0,42.0,620.0,38.0,0.7552677604730574,31.0,2.0,0.034184264211280804,0.06129032258064516,1.0603766942439712,1.2129517748130276,860.5714285714286,7.571428571428571,10629.857142857143,0.0833,,,,,,,107.14285714285714
2020-09-28,24716.0,702.0,749.0,5152.0,697473.0,71170.71428571428,,0.0292,0.0354,0.01,18815.0,0.0303,0.2084,24017.0,7065.0,0.0994,13.0,11.0,693.0,44.0,0.7612477747208286,73.0,6.0,0.03683231464257242,0.06349206349206349,1.0239803955890074,1.164451190343813,835.7142857142857,9.0,10207.42857142857,0.08501428571428572,,,,,,,107.28571428571429
2020-09-29,25567.0,851.0,757.0,5173.0,704510.0,71888.77551020408,,0.0344,0.0363,0.01,19637.0,0.0296,0.2023,23740.0,7037.0,0.1209,8.0,21.0,755.0,51.0,0.7680603903469316,62.0,7.0,0.038447828079645564,0.06754966887417219,1.0797153024911033,1.143208333478764,866.8571428571429,9.0,10354.142857142857,0.08724285714285714,,,,,,,87.71428571428571
2020-09-30,26461.0,894.0,765.0,5890.0,715677.0,73028.26530612244,,0.035,0.037,0.016,19806.0,0.0289,0.2226,24121.0,11167.0,0.0801,8.0,717.0,773.0,54.0,0.7484977891991988,18.0,3.0,0.039028577198828636,0.06985769728331177,1.0035058430717863,1.1062261033229797,858.7142857142857,9.0,10026.42857142857,0.08859999999999998,,,,,,,178.0
2020-10-01,27309.0,848.0,781.0,6118.0,727649.0,74249.89795918367,,0.032,0.0375,0.016,20410.0,0.0286,0.224,21930.0,11972.0,0.0708,16.0,228.0,757.0,52.0,0.7473726610275001,-16.0,-2.0,0.03708966193042626,0.06869220607661823,1.0131011608623548,1.077942474365176,872.7142857142857,10.285714285714286,10030.285714285714,0.08974285714285714,,,,,,,185.71428571428572
2020-10-02,28631.0,1322.0,798.0,6349.0,740043.0,75514.59183673469,,0.0484,0.0387,0.017,21484.0,0.0279,0.2218,22906.0,12394.0,0.1067,17.0,231.0,740.0,47.0,0.7503754671509902,-17.0,-5.0,0.034444237572146714,0.06351351351351352,1.0811170212765957,1.0671765806067544,929.1428571428571,11.428571428571429,10212.857142857143,0.09307142857142858,,,,,,,200.57142857142858
2020-10-03,29717.0,1086.0,812.0,6824.0,751217.0,76654.79591836734,,0.0379,0.0396,0.015,22081.0,0.0273,0.2296,22749.0,11174.0,0.0972,14.0,475.0,704.0,43.0,0.7430427028300299,-36.0,-4.0,0.031882614012046555,0.061079545454545456,1.0784472957609226,1.0486062447565343,948.5714285714286,11.714285714285714,10126.0,0.09544285714285715,,,,,,,246.42857142857142
2020-10-04,30575.0,858.0,822.0,7470.0,759174.0,77466.73469387754,,0.0289,0.0403,0.01,22283.0,0.0269,0.2443,19923.0,7957.0,0.1078,10.0,646.0,685.0,42.0,0.7287980376124285,-19.0,-1.0,0.030740923574025043,0.061313868613138686,1.0891434262948207,1.0527157779066558,937.2857142857143,12.285714285714286,9823.714285714286,0.09755714285714286,,,,,,,332.7142857142857
2020-10-05,31480.0,905.0,833.0,8165.0,765598.0,78122.24489795917,,0.0296,0.0411,0.008,22482.0,0.0265,0.2594,20199.0,6424.0,0.1409,11.0,695.0,649.0,40.0,0.7141677255400254,-36.0,-2.0,0.028867538475224625,0.061633281972265024,1.1562393162393163,1.0716099094281284,966.2857142857143,12.0,9732.142857142857,0.1034857142857143,,,,,,,430.42857142857144
2020-10-06,32298.0,818.0,853.0,8723.0,771297.0,78703.77551020408,,0.026,0.041874919777984354,0.007443854346536955,22722.0,0.0264,0.2701,20088.0,5699.0,0.1435,20.0,558.0,627.0,37.0,0.7035110533159948,-22.0,-3.0,0.027594401901241086,0.05901116427432217,1.1092617007251153,1.0758308234615588,961.5714285714286,13.714285714285714,9541.0,0.10671428571428572,,,,,,,507.14285714285717
2020-10-07,33114.0,816.0,877.0,9149.0,781023.0,79696.22448979592,,0.025264722273825004,0.04239823923239136,0.012609928471133687,23088.0,0.026484266473394937,0.2762879748746754,20319.0,9726.0,0.08389882788402221,24.0,426.0,656.0,41.0,0.6972277586519297,29.0,4.0,0.028413028413028413,0.0625,1.1068041923140908,1.0905877304961737,950.4285714285714,16.0,9335.142857142857,0.10725697541200317,,,,,,,465.57142857142856
2020-10-08,34046.0,932.0,898.0,9187.0,792485.0,80865.8163265306,,0.028145195385637495,0.04296106550912636,0.014675624149352836,23961.0,0.026376079421958527,0.2698408036186336,20217.0,11462.0,0.08131216192636538,21.0,38.0,804.0,56.0,0.7037831169594079,148.0,15.0,0.0335545261049205,0.06965174129353234,1.1027991487968571,1.1034017287725313,962.4285714285714,16.714285714285715,9262.285714285714,0.10875871283005537,,,,,,,438.42857142857144
2020-10-09,35222.0,1176.0,913.0,9202.0,803648.0,82004.89795918367,,0.03454150267285437,0.04382764593453851,0.014086071029735579,25107.0,0.025921299188007497,0.2612571688149452,22385.0,11163.0,0.10534802472453642,15.0,15.0,993.0,82.0,0.7128215319970473,189.0,26.0,0.03955072290596248,0.08257804632426989,1.0133763837638377,1.0937244948421372,941.5714285714286,16.428571428571427,9086.42857142857,0.10856557350498915,,,,,,,407.57142857142856
2020-10-10,36596.0,1374.0,933.0,9683.0,815367.0,83200.71428571428,,0.03900970984044063,0.04488285643152102,0.014582254917575855,25980.0,0.02549458957263089,0.26459175866214885,22780.0,11719.0,0.11724549876269307,20.0,481.0,1174.0,110.0,0.7099136517652203,181.0,28.0,0.04518860662047729,0.09369676320272573,1.0359939759036145,1.0876597348625219,982.7142857142857,17.285714285714285,9164.285714285714,0.11142921618537387,,,,,,,408.42857142857144
2020-10-11,37664.0,1068.0,954.0,10848.0,825570.0,84241.83673469388,,0.029183517324297737,0.04562181280812045,0.012513383543852032,25862.0,0.025329226847918437,0.28802039082412917,22215.0,10203.0,0.10467509556012937,21.0,1165.0,1252.0,138.0,0.6866503823279524,78.0,28.0,0.04841079576212203,0.11022364217252396,1.0804755372656607,1.086421465001213,1012.7142857142857,18.857142857142858,9485.142857142857,0.11098280126539233,,,,,,,482.57142857142856
2020-10-12,38837.0,1173.0,968.0,11037.0,834097.0,85111.93877551019,,0.031143797790994052,0.04656173082986751,0.01032862143730998,26832.0,0.024924685222854494,0.2841877590957077,21491.0,8527.0,0.13756303506508738,14.0,189.0,1418.0,154.0,0.6908875556814378,166.0,16.0,0.052847346451997616,0.10860366713681241,1.0876700177409817,1.0766258509300226,1051.0,19.285714285714285,9785.57142857143,0.11050609198897625,,,,,,,410.2857142857143
2020-10-13,39862.0,1025.0,996.0,11753.0,841220.0,85838.77551020407,,0.026392357803125883,0.04738593946886665,0.008539774150968052,27113.0,0.024986202398274045,0.29484220560935226,21990.0,7123.0,0.14390004211708549,28.0,716.0,1519.0,160.0,0.6801715919923736,101.0,6.0,0.0560247851584111,0.10533245556287031,1.1237557569454761,1.0786964303900741,1080.5714285714287,20.428571428571427,9989.0,0.11056324086284564,,,,,,,432.85714285714283
2020-10-14,40782.0,920.0,1023.0,12164.0,850878.0,86824.28571428571,,0.023079624705233052,0.04792931536601017,0.011480944342740306,27595.0,0.025084596145358247,0.29826884409788634,23815.0,9658.0,0.09525781735348933,27.0,411.0,1538.0,156.0,0.6766465597567555,19.0,-4.0,0.055734734553361115,0.10143042912873862,1.1525627536449723,1.0852333677230572,1095.4285714285713,20.857142857142858,9979.285714285714,0.11218595364419807,,,,,,,430.7142857142857
2020-10-15,41732.0,950.0,1052.0,12628.0,861620.0,87920.4081632653,,0.02329459075082144,0.048434344606671155,0.012624606582847364,28052.0,0.025208473114157002,0.3025975270775424,24710.0,10742.0,0.08843790727983615,29.0,464.0,1555.0,167.0,0.6721939998083006,17.0,11.0,0.05543276771709682,0.10739549839228296,1.1408638860026719,1.090671187323888,1098.0,22.0,9876.42857142857,0.11320391726612246,,,,,,,491.57142857142856
2020-10-16,43025.0,1293.0,1085.0,13134.0,871417.0,88920.10204081632,,0.030983418000575098,0.049373606436413336,0.011370441726050928,28806.0,0.025217896571760604,0.3052643811737362,22656.0,9797.0,0.13197917729917322,33.0,506.0,1642.0,171.0,0.6695177222545032,87.0,4.0,0.057002013469416093,0.10414129110840438,1.1838871187983615,1.1150298637573912,1114.7142857142858,24.571428571428573,9681.285714285714,0.11700836763392772,,,,,,,561.7142857142857
2020-10-17,44816.0,1791.0,1109.0,13580.0,884388.0,90243.67346938775,,0.041626961069145846,0.05067459079046753,0.014884951750998661,30127.0,0.024745626561942163,0.303016779721528,25647.0,12971.0,0.13807724924832318,24.0,446.0,1693.0,185.0,0.6722375937165298,51.0,14.0,0.05619543930693398,0.10927347903130538,1.1949411251635411,1.137736599365952,1174.2857142857142,25.142857142857142,9860.142857142857,0.11998433198901773,,,,,,,556.7142857142857
2020-10-18,46290.0,1474.0,1142.0,14088.0,894385.0,91263.77551020407,,0.03289003927168868,0.051756234731128094,0.01130386210577258,31060.0,0.02467055519550659,0.30434219053791317,25734.0,9997.0,0.147444233269981,33.0,508.0,1712.0,179.0,0.6709872542665802,19.0,-6.0,0.05511912427559562,0.10455607476635514,1.2168147834673437,1.1572136345376212,1232.2857142857142,26.857142857142858,9830.714285714286,0.12609420880471084,,,,,,,462.85714285714283
2020-10-19,47768.0,1478.0,1173.0,14312.0,904036.0,92248.57142857142,,0.03192914236336142,0.05283860377241614,0.010790655031110763,32283.0,0.024556188243175348,0.2996148048903031,24929.0,9651.0,0.15314475183918766,31.0,224.0,1896.0,188.0,0.6758290068665215,184.0,9.0,0.058730601245237435,0.09915611814345991,1.213945901862172,1.175253046554934,1275.857142857143,29.285714285714285,9991.285714285714,0.128320168343868,,,,,,,467.85714285714283
2020-10-20,48757.0,989.0,1211.0,14637.0,910368.0,92894.69387755102,,0.020704237146206665,0.05355746247671271,0.00700414585259879,32909.0,0.024837459236622433,0.30020304776750006,24780.0,6332.0,0.1561907770056854,38.0,325.0,1960.0,197.0,0.6749594929958775,64.0,9.0,0.05955817557507065,0.10051020408163265,1.175965097831835,1.1827115238244141,1270.7142857142858,30.714285714285715,9878.285714285714,0.13007598761366798,,,,,,,412.0
2020-10-21,50180.0,1423.0,1259.0,14905.0,919481.0,93824.59183673469,,0.02918555284369424,0.05457426526486137,0.010010237618193961,34016.0,0.025089677162216023,0.29703068951773615,25203.0,9113.0,0.15615055415340723,48.0,268.0,2023.0,201.0,0.6778796333200479,63.0,4.0,0.059472013170272814,0.09935739001482946,1.2256129368805426,1.1931472642866383,1342.5714285714287,33.714285714285715,9800.42857142857,0.13877495001365628,,,,,,,391.57142857142856
2020-10-22,52212.0,2032.0,1305.0,15254.0,935842.0,95494.08163265305,,0.040494220805101636,0.055791469072770834,0.017793733638868013,35653.0,0.02499425419443806,0.29215506013943154,24764.0,16361.0,0.12419778742130677,46.0,349.0,2132.0,197.0,0.6828506856661304,109.0,-4.0,0.05979861442234875,0.0924015009380863,1.3635180848295603,1.2249550069761936,1497.142857142857,36.142857142857146,10603.142857142857,0.1438835043195806,,,,,,,375.14285714285717
