Dátum,Registration,New,Elhunytak,Gyógyultak,Mintavétel száma,Egymillió lakosra elvégzett tesztek száma,Kórházi karanténba zártak száma,Regisztrált esetek százalékos változása az előző naphoz viszonyítva,Pozitív tesztek aránya,A mintavételek számának százalékos változása az előző naphoz képest,Aktív fertőzöttek száma,Elhunytak aránya Magyarországon,Gyógyultak aránya Magyarországon,Hatósági házi karantén,Új mintavételek száma,Új esetek aránya az új mintavételekhez képest,New Deaths,Új gyógyultak naponta,Kórházi ápoltak száma,Lélegeztetőgépen lévők száma,Aktív esetek/összes eset,Kórházi ápoltak számának változása az előző naphoz képest,Lélegeztetőgépen lévők számának változása az előző naphoz képest,Kórházi ápoltak aránya az aktív eseteken belül,Lélegeztetőgépen lévők aránya a kórházi ápoltakon belül,Növekedési faktor,Hétnapos mozgóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag.1,Hétnapos csúszóátlag.2,Hétnapos csúszóátlag.3,Beoltottak száma Magyarországon,Új beoltottak száma Magyarországon,Hétnapos csúszóátlag.4,Második oltás,Második oltás napi,Hétnapos csúszóátlag.5,Hétnapos csúszóátlag.6
2021-05-24,802346.0,258.0,29560.0,670205.0,5743991.0,586121.5306122449,,0.0003216604661832617,0.1396844110654073,0.0016643278767769587,102581.0,0.03684196094951554,0.83530671306394,13211.0,9544.0,0.027032690695725062,41.0,1385.0,1420.0,169.0,0.12785132598654445,21.0,-16.0,0.013842719411976876,0.11901408450704225,0.6098270567318571,0.6665509660760757,539.0,49.57142857142857,13566.285714285714,0.041676658876811656,5023145.0,17463.0,54835.142857142855,3012483.0,11494.0,40759.71428571428,5604.142857142857
2021-05-25,802510.0,164.0,29581.0,671392.0,5750359.0,586771.3265306122,,0.00020440059525441643,0.13955824323316163,0.0011086368345632853,101537.0,0.03686059986791442,0.8366151200608092,12376.0,6368.0,0.025753768844221106,21.0,1187.0,1417.0,159.0,0.12652428007127636,-3.0,-10.0,0.013955503904980451,0.1122088920254058,0.5850888742593812,0.6422017410573161,507.85714285714283,43.42857142857143,13461.142857142857,0.037673979779911444,5026529.0,3384.0,44505.28571428572,3072940.0,60457.0,46243.57142857143,4346.857142857143
2021-05-26,802723.0,213.0,29622.0,675082.0,5756599.0,587408.0612244897,,0.0002654172533675593,0.1394439668283304,0.0010851496402224626,98019.0,0.036901895174300474,0.8409899803543688,11878.0,6240.0,0.03413461538461538,41.0,3690.0,1373.0,148.0,0.12210812447133071,-44.0,-11.0,0.014007488344096554,0.10779315367807721,0.540144727773949,0.6132960837355258,447.85714285714283,41.857142857142854,12258.0,0.03638280658944076,5040222.0,13693.0,35603.71428571428,3196604.0,123664.0,60312.57142857143,3795.5714285714284
2021-05-27,803119.0,396.0,29654.0,682301.0,5771058.0,588883.469387755,,0.0004933208591257507,0.13916321755906802,0.00251172610772437,91164.0,0.03692354433153742,0.8495640123070181,11432.0,14459.0,0.027387786153952556,32.0,7219.0,1215.0,136.0,0.11351244336144457,-158.0,-12.0,0.013327629327366065,0.11193415637860082,0.5323142414860681,0.591593628059338,393.0,39.142857142857146,11991.57142857143,0.03346928942958079,5056262.0,16040.0,32381.0,3328047.0,131443.0,73320.28571428571,3763.1428571428573
2021-05-28,803567.0,448.0,29682.0,689166.0,5786609.0,590470.306122449,,0.00055782517908305,0.1388666488439084,0.0026946532161000636,84719.0,0.036937803568339665,0.8576335265136572,10790.0,15551.0,0.02880843675647868,28.0,6865.0,1120.0,121.0,0.1054286699180031,-95.0,-15.0,0.013220174931243287,0.10803571428571429,0.5484358144552319,0.5780028543795384,363.14285714285717,36.42857142857143,12694.42857142857,0.02875615252750364,5084642.0,28380.0,26539.428571428572,3445557.0,117510.0,79895.0,3943.1428571428573
2021-05-29,804032.0,465.0,29709.0,692248.0,5801554.0,591995.306122449,,0.0005786698557805385,0.13858907458243083,0.0025826870279294836,82075.0,0.036950021889676034,0.860970707633527,10302.0,14945.0,0.031114084978253596,27.0,3082.0,1024.0,114.0,0.10207927047679695,-96.0,-7.0,0.012476393542491623,0.111328125,0.5562102286118312,0.5691667961009039,337.14285714285717,33.42857142857143,11593.714285714286,0.029120290179710795,5120109.0,35467.0,21541.14285714286,3539868.0,94311.0,81788.28571428571,3813.714285714286
2021-05-30,804382.0,350.0,29728.0,696029.0,5816796.0,593550.6122448979,,0.00043530605747034944,0.13828609426907873,0.0026272271188029967,78625.0,0.03695756493805182,0.8652965879395611,9670.0,15242.0,0.02296286576564755,19.0,3781.0,965.0,114.0,0.09774584712238713,-59.0,0.0,0.012273449920508744,0.11813471502590674,0.5820857650342552,0.5648723869075105,327.7142857142857,29.857142857142858,11764.142857142857,0.028170606939841993,5137031.0,16922.0,18764.14285714286,3582547.0,42679.0,83079.71428571429,3887.0
2021-05-31,804538.0,156.0,29733.0,700236.0,5824848.0,594372.2448979592,,0.00019393770621421166,0.13812171579412888,0.001384267215147308,74569.0,0.03695661360930124,0.8703578948415115,9221.0,8052.0,0.019374068554396422,5.0,4207.0,981.0,110.0,0.09268549154918723,16.0,-4.0,0.01315560085290134,0.11213047910295616,0.5809700503578055,0.5607499574255032,313.14285714285717,24.714285714285715,11551.0,0.027076518062509325,5146949.0,9918.0,17686.285714285714,3611690.0,29143.0,85601.0,4290.142857142857
2021-06-01,804712.0,174.0,29761.0,703352.0,5837630.0,595676.5306122449,,0.00021627319032786518,0.13784909286816738,0.0021943920253369702,71599.0,0.03698341766992415,0.8740418932487648,8749.0,12782.0,0.01361289313096542,28.0,3116.0,947.0,100.0,0.08897468908131108,-34.0,-10.0,0.01322644171007975,0.10559662090813093,0.619409282700422,0.5656528729170804,314.57142857142856,25.714285714285715,12467.285714285714,0.02534210724632994,5176630.0,29681.0,21443.0,3655647.0,43957.0,83243.85714285714,4565.714285714285
2021-06-02,804987.0,275.0,29774.0,705378.0,5862778.0,598242.6530612245,,0.00034173716808000873,0.13730470435687656,0.004307912628926465,69835.0,0.03698693270823007,0.8762601135173611,8320.0,25148.0,0.01093526324160967,13.0,2026.0,837.0,90.0,0.08675295377440878,-110.0,-10.0,0.011985394143337868,0.10752688172043011,0.7221690590111642,0.5916563488081111,323.42857142857144,21.714285714285715,15168.42857142857,0.02202791408304341,5206951.0,30321.0,23818.428571428572,3694602.0,38955.0,71142.57142857143,4328.0
2021-06-03,805302.0,315.0,29792.0,708198.0,5866214.0,598593.2653061224,,0.00039131066712878594,0.13727797860766758,0.0005860702895453316,67312.0,0.03699481685131789,0.879419149586118,7759.0,3436.0,0.09167636786961583,18.0,2820.0,739.0,77.0,0.08358603356256411,-98.0,-13.0,0.010978725932968862,0.10419485791610285,0.7935296255906943,0.6289728322516293,311.85714285714283,19.714285714285715,13593.714285714286,0.031211997185281025,5227318.0,20367.0,24436.571428571428,3732252.0,37650.0,57743.57142857143,3699.5714285714284
2021-06-04,805571.0,269.0,29818.0,711105.0,5884887.0,600498.6734693877,,0.0003340361752485403,0.1368880999754116,0.0031831433357187447,64648.0,0.037014738613976916,0.882734110339126,7393.0,18673.0,0.014405826594548279,26.0,2907.0,702.0,78.0,0.08025115104689717,-37.0,1.0,0.010858804603390669,0.1111111111111111,0.7883556254917388,0.6632470909711302,286.2857142857143,19.428571428571427,14039.714285714286,0.029154481447862396,5238903.0,11585.0,22037.285714285714,3814194.0,81942.0,52662.42857142857,3134.1428571428573
2021-06-05,805871.0,300.0,29842.0,714329.0,5897459.0,601781.5306122449,,0.0003724066531689944,0.13664715600396712,0.0021363196948386604,61700.0,0.037030740652039845,0.8864061369623675,7254.0,12572.0,0.023862551702195353,24.0,3224.0,622.0,70.0,0.07656312238559274,-80.0,-8.0,0.010081037277147488,0.11254019292604502,0.7792372881355932,0.6951080994745247,262.7142857142857,19.0,13700.714285714286,0.02811854812271122,5254400.0,15497.0,19184.428571428572,3966193.0,151999.0,60903.57142857143,3154.4285714285716
2021-06-06,806008.0,137.0,29854.0,716163.0,5910248.0,603086.5306122449,,0.00017000239492424965,0.13637464959169227,0.0021685610701151123,59991.0,0.03703933459717521,0.8885308830681581,7093.0,12789.0,0.010712330909375244,12.0,1834.0,602.0,68.0,0.07442978233466666,-20.0,-2.0,0.010034838559117201,0.11295681063122924,0.7088055797733217,0.7132109301515343,232.28571428571428,18.0,13350.285714285714,0.02636847171467232,5260418.0,6018.0,17626.714285714286,3989525.0,23332.0,58139.71428571428,2876.285714285714
2021-06-07,806089.0,81.0,29866.0,717254.0,5916866.0,603761.8367346938,,0.00010049528044386657,0.13623580456275333,0.0011197499664988677,58969.0,0.037050499386544165,0.8897950474451333,7066.0,6618.0,0.012239347234814143,12.0,1091.0,599.0,67.0,0.0731544531683226,-3.0,-1.0,0.010157879563838627,0.11185308848080133,0.7075729927007299,0.731297064771952,221.57142857142858,19.0,13145.42857142857,0.025349225811874848,5261781.0,1363.0,16404.571428571428,3994595.0,5070.0,54700.71428571428,2431.1428571428573
2021-06-08,806206.0,117.0,29883.0,718577.0,5922744.0,604361.6326530612,,0.00014514526311610752,0.13612035232317993,0.0009934313198913074,57746.0,0.037066208884577886,0.8913069364405624,6890.0,5878.0,0.019904729499829875,17.0,1323.0,591.0,63.0,0.07162685467485977,-8.0,-4.0,0.010234475115159491,0.1065989847715736,0.6784741144414169,0.7397348978778083,213.42857142857142,17.428571428571427,12159.142857142857,0.026248059578855485,5278680.0,16899.0,14578.57142857143,4027056.0,32461.0,53058.42857142857,2175.0
2021-06-09,806385.0,179.0,29889.0,720400.0,5936304.0,605745.306122449,,0.0002220276207321702,0.13583957290596976,0.002289479335929427,56096.0,0.03706542160382448,0.8933697923448477,6749.0,13560.0,0.013200589970501475,6.0,1823.0,549.0,58.0,0.06956478605132783,-42.0,-5.0,0.009786794067313177,0.10564663023679417,0.6174911660777385,0.7247809131730333,199.71428571428572,16.428571428571427,10503.714285714286,0.026571677682982887,5296926.0,18246.0,12853.57142857143,4073520.0,46464.0,54131.142857142855,2146.0
2021-06-10,806591.0,206.0,29896.0,722296.0,5948874.0,607027.9591836734,,0.0002554611010869498,0.13558717162273062,0.002117479158749282,54399.0,0.03706463374870288,0.8954922631172428,6189.0,12570.0,0.016388225934765313,7.0,1896.0,481.0,57.0,0.06744310313405431,-68.0,-1.0,0.008842074302836449,0.11850311850311851,0.5904718277599633,0.6957726563400718,184.14285714285714,14.857142857142858,11808.57142857143,0.0158162288351471,5311475.0,14549.0,12022.42857142857,4112876.0,39356.0,54374.857142857145,2014.0
2021-06-11,806790.0,199.0,29904.0,724614.0,5962887.0,608457.857142857,,0.00024671735737195183,0.13530190996408284,0.0023555718275424897,52272.0,0.03706540735507381,0.8981444985684007,6182.0,14013.0,0.014201098979519019,8.0,2318.0,442.0,51.0,0.06479009407652549,-39.0,-6.0,0.008455769819406184,0.11538461538461539,0.6082834331337326,0.6700480574317852,174.14285714285714,12.285714285714286,11142.857142857143,0.01578698203300006,5324996.0,13521.0,12299.0,4157681.0,44805.0,49069.57142857143,1929.857142857143
2021-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,807045.0,255.0,29925.0,730588.0,5991170.0,611343.8775510204,,0.0003160673781281374,0.13470574195023677,0.004743172225131887,46532.0,0.037079716744419455,0.9052630274643917,5567.0,28283.0,0.009016016688470106,21.0,5974.0,406.0,47.0,0.05765725579118884,-36.0,-4.0,0.00872517837187312,0.11576354679802955,0.6163765312701482,0.6222194145365998,136.57142857142858,8.428571428571429,10614.857142857143,0.014542132214617157,5342379.0,17383.0,16119.6,4208619.0,50938.0,42804.8,1904.857142857143
2021-06-15,807102.0,57.0,29935.0,731626.0,5996016.0,611838.3673469387,,7.06280318941323e-05,0.13460637863541391,0.0008088570346025902,45541.0,0.03708948806966158,0.9064851778337806,5182.0,4846.0,0.011762278167560874,10.0,1038.0,391.0,44.0,0.05642533409655781,-15.0,-3.0,0.008585670055554336,0.11253196930946291,0.5997322623828648,0.6064710441248894,128.0,7.428571428571429,10467.42857142857,0.012913641948163357,5351972.0,9593.0,14658.4,4240264.0,31645.0,42641.6,1864.142857142857
2021-06-16,807209.0,107.0,29944.0,732901.0,6009124.0,613175.9183673469,,0.00013257308246045728,0.13433056132640964,0.002186118249184125,44364.0,0.03709572118249425,0.9079445348106872,4665.0,13108.0,0.008162953921269454,9.0,1275.0,349.0,53.0,0.05495974400681856,-42.0,9.0,0.007866738797222973,0.1518624641833811,0.5894134477825465,0.600855500465851,117.71428571428571,7.857142857142857,10402.857142857143,0.011906114738316953,5363124.0,11152.0,13239.6,4271990.0,31726.0,39694.0,1785.857142857143
2021-06-17,807322.0,113.0,29948.0,733907.0,6020027.0,614288.469387755,,0.00013998852837369255,0.13410604304598633,0.0018144075575741157,43467.0,0.03709548358647479,0.9090635458961852,4411.0,10903.0,0.010364119966981564,4.0,1006.0,320.0,45.0,0.05384097051734005,-29.0,-8.0,0.007361906733844066,0.140625,0.5671062839410396,0.5961823917020663,104.42857142857143,7.428571428571429,10164.714285714286,0.010701293544760203,5375923.0,12799.0,12889.6,4299073.0,27083.0,37239.4,1658.7142857142858
2021-06-18,807428.0,106.0,29950.0,734627.0,6033519.0,615665.2040816327,,0.00013129829237900118,0.1338237270819898,0.0022411859614583124,42851.0,0.037093090653284255,0.9098359234507597,4044.0,13492.0,0.007856507560035577,2.0,720.0,289.0,43.0,0.05307098589595605,-31.0,-2.0,0.006744300016335675,0.14878892733564014,0.5233798195242002,0.5792016689801598,91.14285714285714,6.571428571428571,10090.285714285714,0.009432375260863515,5389058.0,13135.0,12812.4,4360313.0,61240.0,40526.4,1430.4285714285713
2021-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21,807630.0,202.0,29959.0,735574.0,6058488.0,618213.0612244897,,0.00025017710557473854,0.13330553761928718,0.004138380934907141,42097.0,0.03709495684905217,0.9107809269095997,3969.0,24969.0,0.008090031639232649,9.0,947.0,275.0,37.0,0.05212411624134814,-14.0,-6.0,0.006532532009406846,0.13454545454545455,0.6119246861924686,0.5783112999646239,83.57142857142857,4.857142857142857,9616.857142857143,0.009247178251016024,5411431.0,22373.0,13810.4,4491113.0,130800.0,56498.8,712.2857142857143
2021-06-22,807684.0,54.0,29963.0,735937.0,6062806.0,618653.6734693877,,6.686230080606219e-05,0.13321950265273208,0.0007127190810644504,41784.0,0.03709742919260503,0.9111694672669014,3866.0,4318.0,0.012505789717461788,4.0,363.0,281.0,32.0,0.05173310354049356,6.0,-5.0,0.006725062224775033,0.11387900355871886,0.6495535714285714,0.5882755617737653,83.14285714285714,4.0,9541.42857142857,0.009395880560996207,5421230.0,9799.0,13851.6,4555029.0,63916.0,62953.0,615.8571428571429
2021-06-23,807775.0,91.0,29971.0,736387.0,6073516.0,619746.5306122449,,0.00011266782553572932,0.13299956730170795,0.00176650877497977,41417.0,0.03710315372473771,0.9116239051716134,3322.0,10710.0,0.00849673202614379,8.0,450.0,241.0,32.0,0.05127294110364891,-40.0,0.0,0.005818866648960572,0.13278008298755187,0.6868932038834952,0.607771512993955,80.85714285714286,3.857142857142857,9198.857142857143,0.009462636181971074,5431713.0,10483.0,13717.8,4619877.0,64848.0,69577.4,498.0
2021-06-24,807844.0,69.0,29972.0,736854.0,6083248.0,620739.5918367347,,8.541982606542664e-05,0.13279813678482286,0.0016023667345241208,41018.0,0.03710122251325751,0.9121241229742376,2973.0,9732.0,0.007090012330456227,1.0,467.0,215.0,30.0,0.05077465451250489,-26.0,-2.0,0.005241601248232483,0.13953488372093023,0.7140902872777017,0.6371683136612875,74.57142857142857,3.4285714285714284,9031.57142857143,0.008807814654666006,5445544.0,13831.0,13924.2,4657776.0,37899.0,71740.6,421.0
2021-06-25,807910.0,66.0,29980.0,737233.0,6094415.0,621879.081632653,,8.169894187491644e-05,0.13256563591419357,0.0018356969829275414,40697.0,0.03710809372331077,0.9125187211446819,2701.0,11167.0,0.0059102713351840246,8.0,379.0,182.0,22.0,0.05037318513200728,-33.0,-8.0,0.004472074108656658,0.12087912087912088,0.7554858934169278,0.6835895284398329,68.85714285714286,4.285714285714286,8699.42857142857,0.008418567409695696,5454866.0,9322.0,13161.6,4728655.0,70879.0,73668.4,372.2857142857143
2021-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28,808042.0,132.0,29989.0,738391.0,6116542.0,624136.9387755102,,0.00016338453540617147,0.13210765167638838,0.003630701223989505,39662.0,0.037113169859982524,0.9138027478769668,2614.0,22127.0,0.005965562435034121,9.0,1158.0,157.0,24.0,0.04908408226305068,-25.0,2.0,0.003958448893147093,0.15286624203821655,0.7042735042735043,0.7020592920560401,58.857142857142854,4.285714285714286,8293.42857142857,0.00799367356885599,5468205.0,13339.0,11354.8,4842148.0,113493.0,70207.0,402.42857142857144
2021-06-29,808076.0,34.0,29991.0,738542.0,6120838.0,624575.3061224489,,4.2077020748921465e-05,0.13202048477675768,0.0007023576393328125,39543.0,0.03711408332879581,0.9139511630094199,2376.0,4296.0,0.007914338919925512,2.0,151.0,150.0,22.0,0.048934753661784285,-7.0,-2.0,0.0037933388968970486,0.14666666666666667,0.6735395189003437,0.7068564815503946,56.0,4.0,8290.285714285714,0.007075383409348735,5477405.0,9200.0,11235.0,4874076.0,31928.0,63809.4,372.14285714285717
2021-06-30,808128.0,52.0,29992.0,738782.0,6130295.0,625540.3061224489,,6.435038288477817e-05,0.13182530367625048,0.0015450498771573434,39354.0,0.03711293260473588,0.9141893363427576,2212.0,9457.0,0.005498572485989214,1.0,240.0,126.0,23.0,0.048697731052506535,-24.0,1.0,0.0032017075773745998,0.18253968253968253,0.6236749116607774,0.694212823105851,50.42857142857143,3.0,8111.285714285715,0.00647575150131782,5486514.0,9109.0,10960.2,4916927.0,42851.0,59410.0,342.14285714285717
2021-07-01,808160.0,32.0,29992.0,739204.0,6138529.0,626380.5102040815,,3.959768749505029e-05,0.13165369097384733,0.0013431653778488636,38964.0,0.037111463076618494,0.9146753118194417,1998.0,8234.0,0.0038863249939276173,0.0,422.0,116.0,20.0,0.048213225103939814,-10.0,-3.0,0.0029771070731957703,0.1724137931034483,0.6053639846743295,0.6724675625851765,45.142857142857146,2.857142857142857,7897.285714285715,0.005835014034012098,5493609.0,7095.0,9613.0,4958805.0,41878.0,60205.8,335.7142857142857
2021-07-02,808197.0,37.0,29992.0,739561.0,6145920.0,627134.693877551,,4.578301326470006e-05,0.13150138628553576,0.001204034386739885,38644.0,0.037109764079797374,0.915075161130269,1851.0,7391.0,0.005006088485996482,0.0,357.0,98.0,22.0,0.047815074789933645,-18.0,2.0,0.002535969361349757,0.22448979591836735,0.5954356846473029,0.6404575208312516,41.0,1.7142857142857142,7357.857142857143,0.005654177464174589,5495888.0,2279.0,8204.4,4973210.0,14405.0,48911.0,332.57142857142856
2021-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-05,808262.0,65.0,29996.0,740195.0,6164167.0,628996.6326530612,,8.042593575576251e-05,0.13112266426266517,0.002968961522440904,38071.0,0.03711172862264959,0.9157859703907891,2332.0,18247.0,0.0035622294075738476,4.0,634.0,82.0,18.0,0.04710230098656129,-16.0,-4.0,0.002153870400042027,0.21951219512195122,0.5339805825242718,0.6063989364814051,31.428571428571427,1.0,6803.571428571428,0.005173510858682534,5506665.0,10777.0,7692.0,5058824.0,85614.0,43335.2,257.7142857142857
2021-07-06,808294.0,32.0,29998.0,740327.0,6168335.0,629421.9387755102,,3.9591122680516964e-05,0.13103925127283134,0.0006761659766842786,37969.0,0.03711273373302289,0.9159130217470376,1852.0,4168.0,0.007677543186180422,2.0,132.0,88.0,21.0,0.04697424451993953,6.0,3.0,0.002317680212805183,0.23863636363636365,0.5561224489795918,0.5829155224972546,31.142857142857142,1.0,6785.285714285715,0.005126151711933516,5513327.0,6662.0,7184.4,5072024.0,13200.0,39589.6,255.0
2021-07-07,808338.0,44.0,29999.0,740535.0,6173422.0,629941.0204081632,,5.443563851766808e-05,0.13093840012881025,0.0008246958052699797,37804.0,0.0371119506938929,0.9161204842528744,1778.0,5087.0,0.008649498722233143,1.0,208.0,80.0,17.0,0.04676756505323268,-8.0,-4.0,0.0021161781822029413,0.2125,0.5949008498583569,0.5771607101367706,30.0,1.0,6161.0,0.005756336959182302,5519495.0,6168.0,6596.2,5102847.0,30823.0,37184.0,250.42857142857142
2021-07-08,808393.0,55.0,30004.0,740790.0,6179187.0,630529.2857142857,,6.804084430028033e-05,0.1308251392942146,0.0009338418789449352,37599.0,0.03711561084769413,0.9163735955160424,1678.0,5765.0,0.009540329575021683,5.0,255.0,72.0,13.0,0.04651079363626355,-8.0,-4.0,0.0019149445463975106,0.18055555555555555,0.7373417721518988,0.6035562676322844,33.285714285714285,1.7142857142857142,5808.285714285715,0.006887137875401116,5523898.0,4403.0,6057.8,5126330.0,23483.0,33505.0,226.57142857142858
2021-07-09,808437.0,44.0,30004.0,741083.0,6192388.0,631876.3265306122,,5.4428972047011786e-05,0.13055335033915832,0.002136365188494862,37350.0,0.03711359079309829,0.916686148704228,1629.0,13201.0,0.00333308082721006,0.0,293.0,87.0,13.0,0.04620026050267368,15.0,0.0,0.002329317269076305,0.14942528735632185,0.8362369337979094,0.6517165174624058,34.285714285714285,1.7142857142857142,6638.285714285715,0.006552536343643832,5529428.0,5530.0,6708.0,5145484.0,19154.0,34454.8,217.42857142857142
2021-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-12,808539.0,102.0,30007.0,741509.0,6210862.0,633761.4285714285,,0.0001261693861117193,0.13018144663333367,0.002983340191215408,37023.0,0.037112619181016625,0.9170973818207904,1649.0,18474.0,0.005521273140630075,3.0,426.0,73.0,12.0,0.04578999899819304,-14.0,-1.0,0.001971747292223753,0.1643835616438356,1.259090909090909,0.7967385827757332,39.57142857142857,1.5714285714285714,6670.714285714285,0.006944345090255077,5538557.0,9129.0,6378.4,5175503.0,30019.0,23335.8,187.71428571428572
2021-07-13,808556.0,17.0,30010.0,741663.0,6214858.0,634169.1836734693,,2.1025578234321413e-05,0.13010047856282478,0.0006433889530953996,36883.0,0.03711554920129218,0.9172685627216915,1659.0,3996.0,0.004254254254254255,3.0,154.0,86.0,12.0,0.04561588807701631,13.0,0.0,0.0023316975300273837,0.13953488372093023,1.201834862385321,0.9258810654568791,37.42857142857143,1.7142857142857142,6646.142857142857,0.006259687303869843,5543891.0,5334.0,6112.8,5202925.0,27422.0,26180.2,190.85714285714286
2021-07-14,808612.0,56.0,30013.0,741896.0,6222052.0,634903.2653061224,,6.925927208505038e-05,0.12995905530844165,0.0011575485715039668,36703.0,0.03711668884458801,0.9174931858542786,1582.0,7194.0,0.00778426466499861,3.0,233.0,84.0,11.0,0.0453901253011333,-2.0,-1.0,0.002288641255483203,0.13095238095238096,1.3047619047619048,1.0678532764375885,39.142857142857146,2.0,6947.142857142857,0.0060866404924229366,5548451.0,4560.0,5791.2,5226741.0,23816.0,24778.8,194.42857142857142
2021-07-15,808661.0,49.0,30013.0,742270.0,6229508.0,635664.081632653,,6.059766612417327e-05,0.12981137515193816,0.001198318496856021,36378.0,0.037114439796156855,0.917900084213286,1544.0,7456.0,0.0065718884120171675,0.0,374.0,83.0,9.0,0.04498547599055723,-1.0,-2.0,0.002281598768486448,0.10843373493975904,1.150214592274678,1.1504278404621444,38.285714285714285,1.2857142857142858,7188.714285714285,0.005492952259822033,5552859.0,4408.0,5792.2,5250459.0,23718.0,24825.8,211.42857142857142
2021-07-16,808725.0,64.0,30015.0,742632.0,6238275.0,636558.6734693877,,7.914317618878616e-05,0.12963920314510022,0.00140733425496845,36078.0,0.03711397570249467,0.9182750625985348,1473.0,8767.0,0.007300102657693624,2.0,362.0,86.0,10.0,0.0446109616989706,3.0,1.0,0.0023837241532235712,0.11627906976744186,1.2,1.2231804537025626,41.142857142857146,1.5714285714285714,6555.285714285715,0.0062863566259187455,5559178.0,6319.0,5950.0,5268814.0,18355.0,24666.0,221.28571428571428
2021-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,808864.0,139.0,30017.0,743245.0,6257264.0,638496.3265306122,,0.00017187548301338527,0.12926799956019117,0.003043950451046163,35602.0,0.03711007041974918,0.9188751137397634,1594.0,18989.0,0.007320027384275106,2.0,613.0,76.0,11.0,0.0440148158404874,-10.0,1.0,0.0021347115330599404,0.14473684210526316,1.1732851985559567,1.2060193115955722,46.42857142857143,1.4285714285714286,6628.857142857143,0.006646107474647753,5569099.0,9921.0,6108.4,5293132.0,24318.0,23525.8,248.0
2021-07-20,808889.0,25.0,30019.0,743449.0,6261622.0,638941.0204081632,,3.090754440795981e-05,0.12918202344376584,0.0006964705340864633,35421.0,0.037111396001181865,0.9190989122116879,1504.0,4358.0,0.005736576411197797,2.0,204.0,77.0,11.0,0.04378969178713025,1.0,0.0,0.0021738516699133285,0.14285714285714285,1.2709923664122138,1.2198508124009506,47.57142857142857,1.2857142857142858,6680.571428571428,0.006942571906036461,5573557.0,4458.0,5933.2,5311557.0,18425.0,21726.4,255.14285714285714
2021-07-21,808945.0,56.0,30019.0,744051.0,6268163.0,639608.469387755,,6.923075972104948e-05,0.1290561524963534,0.0010446175128425192,34875.0,0.037108826928901224,0.9197794658474927,1409.0,6541.0,0.008561382051674057,0.0,602.0,76.0,10.0,0.043111707223606056,-1.0,-1.0,0.00217921146953405,0.13157894736842105,1.2153284671532847,1.2019641248792268,47.57142857142857,0.8571428571428571,6587.285714285715,0.00709799538337155,5578183.0,4626.0,5946.4,5327325.0,15768.0,20116.8,307.85714285714283
2021-07-22,809016.0,71.0,30020.0,744714.0,6274804.0,640286.1224489795,,8.776863692834495e-05,0.12893087975337555,0.0010594810632716476,34282.0,0.03710680629307702,0.9205182592186063,1384.0,6641.0,0.010691160969733474,1.0,663.0,62.0,10.0,0.04237493448831667,-14.0,0.0,0.0018085292573362115,0.16129032258064516,1.3246268656716418,1.2368465795586192,50.714285714285715,1.0,6470.857142857143,0.007921849894914812,5582815.0,4632.0,5991.2,5344123.0,16798.0,18732.8,349.14285714285717
2021-07-23,809101.0,85.0,30020.0,745277.0,6284811.0,641307.2448979592,,0.00010506590722556785,0.12873911403222785,0.0015947908492440562,33804.0,0.037102908042382844,0.9211173883112245,1376.0,10007.0,0.00849405416208654,0.0,563.0,67.0,9.0,0.041779703646392725,5.0,-1.0,0.001982013962844634,0.13432835820895522,1.3055555555555556,1.2579576906697305,53.714285714285715,0.7142857142857143,6648.0,0.008160640195793396,5588272.0,5457.0,5818.8,5357511.0,13388.0,17739.4,377.85714285714283
2021-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-26,809262.0,161.0,30020.0,745848.0,6303940.0,643259.1836734693,,0.0001989862823059173,0.12837400102158333,0.0030436873917131318,33394.0,0.037095526541466174,0.9216397161858583,1517.0,19129.0,0.008416540331433948,0.0,571.0,55.0,9.0,0.041264757272675597,-12.0,0.0,0.0016470024555309338,0.16363636363636364,1.2246153846153847,1.2682237278816162,56.857142857142854,0.42857142857142855,6668.0,0.008379942785225164,5596543.0,8271.0,5488.8,5374864.0,17353.0,16346.4,371.85714285714283
